,HourlyPrecipitation,HourlyRelativeHumidity,HourlyDryBulbTemperature,y,unique_id
2016-07-20 00:00:00,0.0,96.16666666666667,71.66666666666667,12.85,1.0
2016-07-20 03:00:00,0.0,92.66666666666667,72.33333333333333,11.858333333333334,1.0
2016-07-20 06:00:00,0.0,80.33333333333333,78.16666666666667,11.025,1.0
2016-07-20 09:00:00,0.0,62.333333333333336,86.66666666666667,10.816666666666668,1.0
2016-07-20 12:00:00,0.0,50.0,90.66666666666667,11.108333333333334,1.0
2016-07-20 15:00:00,0.0,40.333333333333336,95.0,11.525,1.0
2016-07-20 18:00:00,0.0,49.5,90.0,11.816666666666668,1.0
2016-07-20 21:00:00,0.023333333333333334,76.1111111111111,80.3888888888889,11.483333333333334,1.0
2016-07-21 00:00:00,0.0,88.0,77.0,11.275,1.0
2016-07-21 03:00:00,0.0,87.66666666666667,75.66666666666667,10.816666666666668,1.0
2016-07-21 06:00:00,0.0,82.5,77.33333333333333,10.355833333333335,1.0
2016-07-21 09:00:00,0.0,64.66666666666667,86.66666666666667,10.26,1.0
2016-07-21 12:00:00,0.0,52.666666666666664,89.83333333333333,14.558333333333332,1.0
2016-07-21 15:00:00,0.01,65.0,81.6111111111111,14.408333333333331,1.0
2016-07-21 18:00:00,0.0,80.0,77.16666666666667,22.40833333333333,1.0
2016-07-21 21:00:00,0.0,88.0,74.66666666666667,37.458333333333336,1.0
2016-07-22 00:00:00,0.0,88.66666666666667,73.66666666666667,37.074999999999996,1.0
2016-07-22 03:00:00,0.0,94.66666666666667,72.0,29.55,1.0
2016-07-22 06:00:00,0.0,89.94444444444444,73.72222222222223,23.483333333333334,1.0
2016-07-22 09:00:00,0.0,65.33333333333333,84.0,21.125,1.0
2016-07-22 12:00:00,0.0,51.166666666666664,89.5,21.008333333333336,1.0
2016-07-22 15:00:00,0.0,49.666666666666664,90.33333333333333,20.25,1.0
2016-07-22 18:00:00,0.0,60.666666666666664,86.5,18.675,1.0
2016-07-22 21:00:00,0.0,75.0,80.33333333333333,17.349999999999998,1.0
2016-07-23 00:00:00,0.0,80.5,78.16666666666667,16.075,1.0
2016-07-23 03:00:00,0.0,85.0,76.66666666666667,15.15,1.0
2016-07-23 06:00:00,0.0,80.33333333333333,80.16666666666667,14.449999999999998,1.0
2016-07-23 09:00:00,0.0,60.0,88.0,14.108333333333334,1.0
2016-07-23 12:00:00,0.0,50.0,91.16666666666667,14.299999999999999,1.0
2016-07-23 15:00:00,0.0,58.666666666666664,86.33333333333333,14.399999999999999,1.0
2016-07-23 18:00:00,0.0,65.66666666666667,83.16666666666667,14.299999999999999,1.0
2016-07-23 21:00:00,0.0,72.66666666666667,81.33333333333333,14.199999999999998,1.0
2016-07-24 00:00:00,0.0,84.0,78.0,14.1,1.0
2016-07-24 03:00:00,0.0,89.66666666666667,76.0,13.891666666666666,1.0
2016-07-24 06:00:00,0.0,73.33333333333333,81.66666666666667,13.725,1.0
2016-07-24 09:00:00,0.0,52.0,90.0,13.549999999999999,1.0
2016-07-24 12:00:00,0.0,43.333333333333336,94.0,13.549999999999999,1.0
2016-07-24 15:00:00,0.0,43.333333333333336,92.66666666666667,13.641666666666666,1.0
2016-07-24 18:00:00,0.0,60.0,86.5,13.6,1.0
2016-07-24 21:00:00,0.0,66.33333333333333,82.33333333333333,13.450000000000001,1.0
2016-07-25 00:00:00,0.0,74.66666666666667,79.16666666666667,13.049999999999999,1.0
2016-07-25 03:00:00,0.0,78.0,77.33333333333333,12.9,1.0
2016-07-25 06:00:00,0.0,67.16666666666667,83.0,12.5,1.0
2016-07-25 09:00:00,0.0,50.333333333333336,91.66666666666667,12.358333333333334,1.0
2016-07-25 12:00:00,0.0,39.0,95.0,12.108333333333334,1.0
2016-07-25 15:00:00,0.0,37.333333333333336,95.66666666666667,12.316666666666668,1.0
2016-07-25 18:00:00,0.325,74.22222222222223,82.0,12.316666666666668,1.0
2016-07-25 21:00:00,0.0,88.0,77.66666666666667,12.4,1.0
2016-07-26 00:00:00,0.0,92.0,76.5,12.15,1.0
2016-07-26 03:00:00,0.0,94.0,75.0,11.691666666666668,1.0
2016-07-26 06:00:00,0.0,81.0,80.16666666666667,10.983333333333334,1.0
2016-07-26 09:00:00,0.0,55.666666666666664,89.33333333333333,11.066666666666668,1.0
2016-07-26 12:00:00,0.0,37.0,93.5,11.233333333333334,1.0
2016-07-26 15:00:00,0.0,33.666666666666664,94.66666666666667,11.441666666666668,1.0
2016-07-26 18:00:00,0.0,47.666666666666664,89.0,11.525,1.0
2016-07-26 21:00:00,0.0,73.33333333333333,81.33333333333333,11.4,1.0
2016-07-27 00:00:00,0.0,86.0,77.66666666666667,11.108333333333334,1.0
2016-07-27 03:00:00,0.0,93.33333333333333,75.22222222222223,10.816666666666668,1.0
2016-07-27 06:00:00,0.0,86.66666666666667,77.0,10.441666666666668,1.0
2016-07-27 09:00:00,0.0,67.16666666666667,83.1111111111111,10.046666666666667,1.0
2016-07-27 12:00:00,0.0,59.333333333333336,86.66666666666667,9.87,1.0
2016-07-27 15:00:00,0.0,47.333333333333336,90.66666666666667,10.090833333333334,1.0
2016-07-27 18:00:00,0.0,55.833333333333336,86.0,10.4,1.0
2016-07-27 21:00:00,0.0,64.66666666666667,79.66666666666667,10.441666666666668,1.0
2016-07-28 00:00:00,0.0,74.0,77.5,10.311666666666667,1.0
2016-07-28 03:00:00,0.0,83.66666666666667,75.0,10.0025,1.0
2016-07-28 06:00:00,0.0,80.5,76.33333333333333,9.75,1.0
2016-07-28 09:00:00,0.0,65.55555555555556,82.55555555555556,9.549999999999999,1.0
2016-07-28 12:00:00,0.0,56.833333333333336,86.5,9.47,1.0
2016-07-28 15:00:00,0.0,57.5,86.5,9.834166666666667,1.0
2016-07-28 18:00:00,0.0,64.66666666666667,83.33333333333333,10.3925,1.0
2016-07-28 21:00:00,0.0,77.66666666666667,78.66666666666667,10.525,1.0
2016-07-29 00:00:00,0.0,87.16666666666667,75.66666666666667,10.4,1.0
2016-07-29 03:00:00,0.0,92.66666666666667,73.66666666666667,10.4,1.0
2016-07-29 06:00:00,0.0,85.33333333333333,77.0,10.179166666666667,1.0
2016-07-29 09:00:00,0.0,58.333333333333336,86.66666666666667,9.87,1.0
2016-07-29 12:00:00,0.0,46.5,90.83333333333333,9.549999999999999,1.0
2016-07-29 15:00:00,0.0,49.666666666666664,90.33333333333333,9.549999999999999,1.0
2016-07-29 18:00:00,0.0,60.666666666666664,84.5,9.75,1.0
2016-07-29 21:00:00,0.0,74.33333333333333,80.33333333333333,9.87,1.0
2016-07-30 00:00:00,0.3,94.02777777777777,74.94444444444444,9.87,1.0
2016-07-30 03:00:00,0.0,95.66666666666667,73.66666666666667,9.87,1.0
2016-07-30 06:00:00,0.0,88.66666666666667,77.33333333333333,9.75,1.0
